,taxon_name_w_authors,201807_accepted_name_w_author,202207_taxon_name_w_authors,202207_chained_accepted_name_w_author,202207_chained_accepted_species,202207_direct_accepted_name_w_author,202207_direct_accepted_species
187222,Thecagonum biflorum (L.) Babu,Oldenlandia biflora L.,Oldenlandia biflora L.,Oldenlandia biflora L.,Oldenlandia biflora,Leptopetalum biflorum (L.) Neupane & N.Wikstr.,Leptopetalum biflorum
187485,Thomsonia thaiensis S.Y.Hu,Amorphophallus yunnanensis Engl.,Amorphophallus yunnanensis Engl.,Amorphophallus yunnanensis Engl.,Amorphophallus yunnanensis,Amorphophallus thaiensis (S.Y.Hu) Hett.,Amorphophallus thaiensis
187520,Thringis latifrons O.F.Cook,Coccothrinax alta (O.F.Cook) Becc.,Coccothrinax alta (O.F.Cook) Becc.,Coccothrinax alta (O.F.Cook) Becc.,Coccothrinax alta,Coccothrinax barbadensis Becc.,Coccothrinax barbadensis
187521,Thringis laxa O.F.Cook,Coccothrinax alta (O.F.Cook) Becc.,Coccothrinax alta (O.F.Cook) Becc.,Coccothrinax alta (O.F.Cook) Becc.,Coccothrinax alta,Coccothrinax barbadensis Becc.,Coccothrinax barbadensis
187613,Thrixspermum oreadum Schltr.,Thrixspermum graeffei Rchb.f.,Thrixspermum graeffei Rchb.f.,Thrixspermum graeffei Rchb.f.,Thrixspermum graeffei,Thrixspermum oreadum Schltr.,Thrixspermum oreadum
187622,Belicea hoffimannioides Lundell,Morinda citrifolia L.,Morinda citrifolia L.,Morinda citrifolia L.,Morinda citrifolia,Morinda panamensis Seem.,Morinda panamensis
187772,Thymus albinervis Strobl,Thymus zygis L.,Thymus zygis L.,Thymus zygis L.,Thymus zygis,Thymus spinulosus Ten.,Thymus spinulosus
187785,Thymus alternans Klokov,Thymus roegneri K.Koch,Thymus roegneri K.Koch,Thymus roegneri K.Koch,Thymus roegneri,Thymus alternans Klokov,Thymus alternans
187811,Thymus aschurbajevii Klokov,Thymus diminutus Klokov,Thymus diminutus Klokov,Thymus diminutus Klokov,Thymus diminutus,Thymus seravschanicus Klokov,Thymus seravschanicus
187815,Thymus atlanticus (Ball) Pau,Thymus dreatensis Batt.,Thymus dreatensis Batt.,Thymus dreatensis Batt.,Thymus dreatensis,Thymus atlanticus (Ball) Pau,Thymus atlanticus
187816,Thymus atlanticus subsp. ayachicus (Humbert) Greuter & Burdet,Thymus dreatensis Batt.,Thymus dreatensis Batt.,Thymus dreatensis Batt.,Thymus dreatensis,Thymus atlanticus subsp. ayachicus (Humbert) Greuter & Burdet,Thymus atlanticus
187834,Thymus benacensis Heinr.Braun,Thymus odoratissimus Mill.,Thymus odoratissimus Mill.,Thymus odoratissimus Mill.,Thymus odoratissimus,Thymus oenipontanus Heinr.Braun,Thymus oenipontanus
187901,Thymus cephalotos L.,Thymbra capitata (L.) Cav.,Thymbra capitata (L.) Cav.,Thymbra capitata (L.) Cav.,Thymbra capitata,Thymus moroderi Pau ex Martinez,Thymus moroderi
187975,Thymus dominii Velen.,Thymus heterotrichus Griseb.,Thymus heterotrichus Griseb.,Thymus heterotrichus Griseb.,Thymus heterotrichus,Thymus sibthorpii Benth.,Thymus sibthorpii
187979,Thymus dzevanovskyi Klokov & Des.-Shost.,Thymus kosteleckyanus Opiz,Thymus kosteleckyanus Opiz,Thymus kosteleckyanus Opiz,Thymus kosteleckyanus,Thymus dzevanovskyi Klokov & Des.-Shost.,Thymus dzevanovskyi
188002,Thymus evenkiensis Byczenn.,Thymus reverdattoanus Serg.,Thymus reverdattoanus Serg.,Thymus reverdattoanus Serg.,Thymus reverdattoanus,Thymus evenkiensis Byczenn.,Thymus evenkiensis
188055,Thymus gussonei Lojac.,Thymus spinulosus Ten.,Thymus spinulosus Ten.,Thymus spinulosus Ten.,Thymus spinulosus,Thymus paronychioides Čelak.,Thymus paronychioides
188103,Thymus inodarus Benth.,Micromeria varia Benth.,Micromeria varia Benth.,Micromeria varia Benth.,Micromeria varia,Micromeria tragothymus Webb & Berthel.,Micromeria tragothymus
188225,Thymus mentagensis Batt.,Thymus munbyanus Boiss. & Reut.,Thymus munbyanus Boiss. & Reut.,Thymus munbyanus Boiss. & Reut.,Thymus munbyanus,Thymus willdenowii Boiss.,Thymus willdenowii
188304,Thymus pallidus subsp. eriodontus (Maire) Maire,Thymus willdenowii Boiss.,Thymus willdenowii Boiss.,Thymus willdenowii Boiss.,Thymus willdenowii,Thymus pallidus subsp. eriodontus (Maire) Maire,Thymus pallidus
188325,Benthamia flavida Schltr.,Benthamia cinnabarina (Rolfe) H.Perrier,Benthamia cinnabarina (Rolfe) H.Perrier,Cynorkis cinnabarina (Rolfe) Hermans & P.J.Cribb,Cynorkis cinnabarina,Benthamia flavida Schltr.,Benthamia flavida
188363,Thymus pseudopallidus H.Lindb.,Thymus willdenowii Boiss.,Thymus willdenowii Boiss.,Thymus willdenowii Boiss.,Thymus willdenowii,Thymus pallidus subsp. eriodontus (Maire) Maire,Thymus pallidus
188399,Thymus radoi Borbás,Thymus serpyllum L.,Thymus serpyllum L.,Thymus serpyllum L.,Thymus serpyllum,Thymus radoi Borbás,Thymus radoi
188411,Thymus reverdattoanus var. evenkiensis (Byczenn.) Kuvaev,Thymus reverdattoanus Serg.,Thymus reverdattoanus Serg.,Thymus reverdattoanus Serg.,Thymus reverdattoanus,Thymus evenkiensis Byczenn.,Thymus evenkiensis
188444,Thymus semiglaber Klokov,Thymus komarovii Serg.,Thymus komarovii Serg.,Thymus komarovii Serg.,Thymus komarovii,Thymus semiglaber Klokov,Thymus semiglaber
188481,Thymus serpyllum var. leiodontus Emb. & Maire,Thymus dreatensis Batt.,Thymus dreatensis Batt.,Thymus dreatensis Batt.,Thymus dreatensis,Thymus atlanticus subsp. ayachicus (Humbert) Greuter & Burdet,Thymus atlanticus
188533,Thymus striatus Munby,Thymus willdenowii Boiss.,Thymus willdenowii Boiss.,Thymus willdenowii Boiss.,Thymus willdenowii,Thymus striatus Munby,Thymus striatus
188539,Thymus subhirsutus Borbás & Heinr.Braun,Thymus serpyllum L.,Thymus serpyllum L.,Thymus serpyllum L.,Thymus serpyllum,Thymus subhirsutus Borbás & Heinr.Braun,Thymus subhirsutus
188591,Thymus valderius Ronniger,Micromeria marginata (Sm.) Chater,Micromeria marginata (Sm.) Chater,Micromeria marginata (Sm.) Chater,Micromeria marginata,Thymus pulegioides subsp. pannonicus (All.) Kerguélen,Thymus pulegioides
188629,Benthamia perrieri Schltr.,Benthamia cinnabarina (Rolfe) H.Perrier,Benthamia cinnabarina (Rolfe) H.Perrier,Cynorkis cinnabarina (Rolfe) Hermans & P.J.Cribb,Cynorkis cinnabarina,Benthamia flavida Schltr.,Benthamia flavida
189001,Tithymalus boissierianus Woronow,Euphorbia boissieriana (Woronow) Prokh.,Euphorbia boissieriana (Woronow) Prokh.,Euphorbia boissieriana (Woronow) Prokh.,Euphorbia boissieriana,Euphorbia saratoi Ardoino,Euphorbia saratoi
189035,Tithymalus chrysophyllus Klotzsch & Garcke,Euphorbia portulacoides subsp. collina (Phil.) Croizat,Euphorbia portulacoides subsp. collina (Phil.) Croizat,Euphorbia portulacoides subsp. collina (Phil.) Croizat,Euphorbia portulacoides,Euphorbia chrysophylla Klotzsch ex Boiss.,Euphorbia chrysophylla
189039,Tithymalus confertus Klotzsch & Garcke,Euphorbia ericoides Lam.,Euphorbia ericoides Lam.,Euphorbia ericoides Lam.,Euphorbia ericoides,Euphorbia erythrina Link,Euphorbia erythrina
189049,Tithymalus crispus Haw.,Euphorbia crispa (Haw.) Sweet,Euphorbia crispa (Haw.) Sweet,Euphorbia crispa (Haw.) Sweet,Euphorbia crispa,Euphorbia tuberosa L.,Euphorbia tuberosa
189075,Tithymalus edgeworthii (Boiss.) Soják,Euphorbia cashmeriana Royle,Euphorbia cashmeriana Royle,Euphorbia cashmeriana Royle,Euphorbia cashmeriana,Euphorbia edgeworthii Boiss.,Euphorbia edgeworthii
189076,Tithymalus elliottii Klotzsch & Garcke,Euphorbia gracilior Cronquist,Euphorbia gracilior Cronquist,Euphorbia gracilior Cronquist,Euphorbia gracilior,Euphorbia exserta (Small) Coker,Euphorbia exserta
189110,Tithymalus graminifolius subsp. jaxarticus (Prokh.) Soják,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula,Euphorbia virgata Waldst. & Kit.,Euphorbia virgata
189111,Tithymalus graminifolius subsp. orientalis (Boiss.) Soják,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula,Euphorbia saratoi Ardoino,Euphorbia saratoi
189112,Tithymalus graminifolius subsp. waldsteinii (Soják) Soják,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula,Euphorbia virgata Waldst. & Kit.,Euphorbia virgata
189137,Tithymalus hypoleucus Prokh.,Euphorbia boissieriana (Woronow) Prokh.,Euphorbia boissieriana (Woronow) Prokh.,Euphorbia boissieriana (Woronow) Prokh.,Euphorbia boissieriana,Euphorbia saratoi Ardoino,Euphorbia saratoi
189152,Tithymalus jaxarticus Prokh.,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula,Euphorbia virgata Waldst. & Kit.,Euphorbia virgata
189195,Tithymalus meyeri Klotzsch & Garcke,Euphorbia erubescens Boiss.,Euphorbia erubescens Boiss.,Euphorbia erubescens Boiss.,Euphorbia erubescens,Euphorbia kraussiana Bernh. ex Krauss,Euphorbia kraussiana
189352,Tithymalus tommasinianus (Bertol.) Soják,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula,Euphorbia tommasiniana Bertol.,Euphorbia tommasiniana
189353,Tithymalus tommasinianus subsp. virgultosus (Klokov) Soják,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula,Euphorbia saratoi Ardoino,Euphorbia saratoi
189354,Tithymalus tommasinianus subsp. waldsteinii (Soják) Soják,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula,Euphorbia virgata Waldst. & Kit.,Euphorbia virgata
189367,Tithymalus virgultosus (Klokov) Holub,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula,Euphorbia saratoi Ardoino,Euphorbia saratoi
189371,Tithymalus waldsteinii Soják,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula,Euphorbia virgata Waldst. & Kit.,Euphorbia virgata
189404,Tolumnia acunae (M.A.Díaz) Nir,Tolumnia tuerckheimii (Cogn.) Braem,Tolumnia tuerckheimii (Cogn.) Braem,Tolumnia tuerckheimii (Cogn.) Braem,Tolumnia tuerckheimii,Tolumnia acunae (M.A.Díaz) Nir,Tolumnia acunae
189406,Tolumnia apiculata (Moir) Braem,Tolumnia guttata (L.) Nir,Tolumnia guttata (L.) Nir,Tolumnia guttata (L.) Nir,Tolumnia guttata,Tolumnia pulchella (Hook.) Raf.,Tolumnia pulchella
189408,Tolumnia berenyce (Rchb.f.) Braem,Tolumnia guttata (L.) Nir,Tolumnia guttata (L.) Nir,Tolumnia guttata (L.) Nir,Tolumnia guttata,Tolumnia pulchella (Hook.) Raf.,Tolumnia pulchella
189411,Tolumnia caribensis (Moir) Braem,Tolumnia haitiensis (Leonard & Ames) Braem,Tolumnia haitiensis (Leonard & Ames) Braem,Tolumnia haitiensis (Leonard & Ames) Braem,Tolumnia haitiensis,Tolumnia caribensis (Moir) Braem,Tolumnia caribensis
189416,Tolumnia cuneilabia (Moir) Braem,Tolumnia guttata (L.) Nir,Tolumnia guttata (L.) Nir,Tolumnia guttata (L.) Nir,Tolumnia guttata,Tolumnia pulchella (Hook.) Raf.,Tolumnia pulchella
189426,Tolumnia lemoniana (Lindl.) Braem,Tolumnia guianensis (Aubl.) Braem,Tolumnia guianensis (Aubl.) Braem,Tolumnia guianensis (Aubl.) Braem,Tolumnia guianensis,Tolumnia lemoniana (Lindl.) Braem,Tolumnia lemoniana
189442,Tolumnia tuerckheimii subsp. acunae M.A.Díaz,Tolumnia tuerckheimii (Cogn.) Braem,Tolumnia tuerckheimii (Cogn.) Braem,Tolumnia tuerckheimii (Cogn.) Braem,Tolumnia tuerckheimii,Tolumnia acunae (M.A.Díaz) Nir,Tolumnia acunae
189473,Trachelosiphon columbianum Schltr.,Eurystyles cotyledon Wawra,Eurystyles cotyledon Wawra,Eurystyles cotyledon Wawra,Eurystyles cotyledon,Eurystyles colombiana Schltr.,Eurystyles colombiana
189646,Tragia gallabatensis Prain,Tragia hildebrandtii Müll.Arg.,Tragia hildebrandtii Müll.Arg.,Tragia hildebrandtii Müll.Arg.,Tragia hildebrandtii,Tragia plukenetii Radcl.-Sm.,Tragia plukenetii
189741,Tragia nepetifolia var. leptophylla (Torr.) Shinners,Tragia ramosa Torr.,Tragia ramosa Torr.,Tragia ramosa Torr.,Tragia ramosa,Tragia leptophylla I.M.Johnst.,Tragia leptophylla
189743,Tragia nepetifolia var. scutellariifolia (Scheele) Müll.Arg.,Tragia ramosa Torr.,Tragia ramosa Torr.,Tragia ramosa Torr.,Tragia ramosa,Tragia brevispica Engelm. & A.Gray,Tragia brevispica
189761,Tragia parvifolia Pax,Tragia arabica Baill.,Tragia arabica Baill.,Tragia arabica Baill.,Tragia arabica,Tragia pungens Müll.Arg.,Tragia pungens
189790,Tragia ramosa var. leptophylla Torr.,Tragia ramosa Torr.,Tragia ramosa Torr.,Tragia ramosa Torr.,Tragia ramosa,Tragia leptophylla I.M.Johnst.,Tragia leptophylla
189811,Tragia scutellariifolia Scheele,Tragia ramosa Torr.,Tragia ramosa Torr.,Tragia ramosa Torr.,Tragia ramosa,Tragia brevispica Engelm. & A.Gray,Tragia brevispica
189825,Tragia stylaris var. leptophylla (Torr.) Müll.Arg.,Tragia ramosa Torr.,Tragia ramosa Torr.,Tragia ramosa Torr.,Tragia ramosa,Tragia leptophylla I.M.Johnst.,Tragia leptophylla
190138,Tricalysia parvifolia (Kuntze) Merr.,Xantonnea parvifolia (Kuntze) Craib,Xantonnea parvifolia (Kuntze) Craib,Xantonnea parvifolia (Kuntze) Craib,Xantonnea parvifolia,Discospermum parvifolium Kuntze,Discospermum parvifolium
190187,Acalypha arvensis Poepp.,Acalypha aristata Kunth,Acalypha aristata Kunth,Acalypha alopecuroides Jacq.,Acalypha alopecuroides,Acalypha arvensis Poepp.,Acalypha arvensis
190234,Trichocentrum longicalcaratum Rolfe,Trichocentrum pulchrum Poepp. & Endl.,Trichocentrum pulchrum Poepp. & Endl.,Trichocentrum pulchrum Poepp. & Endl.,Trichocentrum pulchrum,Trichocentrum longicalcaratum Rolfe,Trichocentrum longicalcaratum
190278,Bertiera aequaliramosa Steyerm.,Bertiera guianensis Aubl.,Bertiera guianensis Aubl.,Bertiera guianensis Aubl.,Bertiera guianensis,Bertiera angustifolia Benth.,Bertiera angustifolia
190485,Trichosalpinx miragliae (Leite) Toscano,Pleurothallis miragliae Leite,Pleurothallis miragliae Leite,Pleurothallis miragliae Leite,Pleurothallis miragliae,Pabstiella miragliae (Leite) Luer,Pabstiella miragliae
190666,Trichotosia rigida var. papuana (J.J.Sm.) P.F.Hunt,Eria mucronata Lindl.,Eria mucronata Lindl.,Cylindrolobus mucronatus (Lindl.) Rauschert,Cylindrolobus mucronatus,"Cylindrolobus pseudorigidus (Ormerod) Schuit., Y.P.Ng & H.A.Pedersen",Cylindrolobus pseudorigidus
190950,Acalypha arvensis var. belangeri Briq.,Acalypha aristata Kunth,Acalypha aristata Kunth,Acalypha alopecuroides Jacq.,Acalypha alopecuroides,Acalypha arvensis Poepp.,Acalypha arvensis
191247,Tulotis ussuriensis var. transnokoensis (Ohwi & Fukuy.) T.S.Liu & H.J.Su,Platanthera sachalinensis F.Schmidt,Platanthera sachalinensis F.Schmidt,Platanthera sachalinensis F.Schmidt,Platanthera sachalinensis,Platanthera mearnsii Schltr.,Platanthera mearnsii
191248,Tulotis whangshanensis (S.S.Chien) H.Hara,Platanthera tipuloides (L.f.) Lindl.,Platanthera tipuloides (L.f.) Lindl.,Platanthera tipuloides (L.f.) Lindl.,Platanthera tipuloides,Platanthera whangshanensis (S.S.Chien) Efimov,Platanthera whangshanensis
191279,Typhonium cordifolium S.Y.Hu,Typhonium violifolium Gagnep.,Typhonium violifolium Gagnep.,Typhonium violifolium Gagnep.,Typhonium violifolium,Typhonium cordifolium S.Y.Hu,Typhonium cordifolium
191402,Uapaca laurentii De Wild.,Uapaca guineensis Müll.Arg.,Uapaca guineensis Müll.Arg.,Uapaca guineensis Müll.Arg.,Uapaca guineensis,Uapaca mole Pax,Uapaca mole
191405,Uapaca lissopyrena Radcl.-Sm.,Uapaca guineensis var. sudanica (Beille) Hutch.,Uapaca guineensis var. sudanica (Beille) Hutch.,Uapaca guineensis var. sudanica (Beille) Hutch.,Uapaca guineensis,Uapaca lissopyrena Radcl.-Sm.,Uapaca lissopyrena
191417,Uapaca mole Pax,Uapaca guineensis Müll.Arg.,Uapaca guineensis Müll.Arg.,Uapaca guineensis Müll.Arg.,Uapaca guineensis,Uapaca mole Pax,Uapaca mole
191438,Uapaca perrotii Beille,Uapaca guineensis Müll.Arg.,Uapaca guineensis Müll.Arg.,Uapaca guineensis Müll.Arg.,Uapaca guineensis,Uapaca togoensis Pax,Uapaca togoensis
191477,Betonica alpestris Jord. & Fourr.,Stachys pradica (Zanted.) Greuter & Pignatti,Stachys pradica (Zanted.) Greuter & Pignatti,Stachys pradica (Zanted.) Greuter & Pignatti,Stachys pradica,Betonica hirsuta L.,Betonica hirsuta
191542,Betonica bulgarica Degen & Nejceff,Stachys officinalis (L.) Trevis.,Stachys officinalis (L.) Trevis.,Stachys officinalis (L.) Trevis.,Stachys officinalis,Betonica bulgarica Degen & Nejceff,Betonica bulgarica
191544,Uncaria forbesii Wernham,Uncaria acida var. papuana Valeton,Uncaria acida var. papuana Valeton,Uncaria acida var. papuana Valeton,Uncaria acida,Uncaria callophylla Korth.,Uncaria callophylla
191583,Betonica divulsa Ten.,Stachys alopecuros subsp. divulsa (Ten.) Grande,Stachys alopecuros subsp. divulsa (Ten.) Grande,Stachys alopecuros subsp. divulsa (Ten.) Grande,Stachys alopecuros,Betonica alopecuros subsp. divulsa (Ten.) Bartolucci & Peruzzi,Betonica alopecuros
191633,Uragoga aemulans (Müll.Arg.) Kuntze,Margaritopsis chaenotricha (DC.) C.M.Taylor,Margaritopsis chaenotricha (DC.) C.M.Taylor,Margaritopsis chaenotricha (DC.) C.M.Taylor,Margaritopsis chaenotricha,Eumachia chaenotricha (DC.) C.M.Taylor & Razafim.,Eumachia chaenotricha
191638,Uragoga amazonica (Müll.Arg.) Kuntze,Rudgea verticillata (Ruiz & Pav.) Spreng.,Rudgea verticillata (Ruiz & Pav.) Spreng.,Rudgea verticillata (Ruiz & Pav.) Spreng.,Rudgea verticillata,Rudgea amazonica Müll.Arg.,Rudgea amazonica
191655,Uragoga aureola (Bartl. ex DC.) Kuntze,Psychotria hebeclada DC.,Psychotria hebeclada DC.,Psychotria hebeclada DC.,Psychotria hebeclada,Palicourea pubescens (Sw.) Borhidi,Palicourea pubescens
191658,Uragoga axillaris (Sw.) Kuntze,Psychotria aubletiana Steyerm.,Psychotria aubletiana Steyerm.,Psychotria aubletiana Steyerm.,Psychotria aubletiana,Palicourea axillaris (Sw.) Borhidi,Palicourea axillaris
191660,Uragoga balansae Baill.,Psychotria mons-mi Ruhsam,Psychotria mons-mi Ruhsam,Psychotria mons-mi Ruhsam,Psychotria mons-mi,Psychotria saltiensis Guillaumin,Psychotria saltiensis
191663,Uragoga barcellana (Müll.Arg.) Kuntze,Psychotria poeppigiana Müll.Arg.,Psychotria poeppigiana Müll.Arg.,Psychotria poeppigiana Müll.Arg.,Psychotria poeppigiana,Palicourea tomentosa (Aubl.) Borhidi,Palicourea tomentosa
191666,Uragoga berteroana (DC.) Kuntze,Psychotria berteroana DC.,Psychotria berteroana DC.,Psychotria berteroana DC.,Psychotria berteroana,Palicourea berteroana (DC.) Borhidi,Palicourea berteroana
191682,Uragoga brachiata (Sw.) Kuntze,Psychotria brachiata Sw.,Psychotria brachiata Sw.,Psychotria brachiata Sw.,Psychotria brachiata,Palicourea brachiata (Sw.) Borhidi,Palicourea brachiata
191683,Betonica hirsuta L.,Stachys pradica (Zanted.) Greuter & Pignatti,Stachys pradica (Zanted.) Greuter & Pignatti,Stachys pradica (Zanted.) Greuter & Pignatti,Stachys pradica,Betonica hirsuta L.,Betonica hirsuta
191690,Uragoga bracteolata (M.Martens & Galeotti) Kuntze,Psychotria hebeclada DC.,Psychotria hebeclada DC.,Psychotria hebeclada DC.,Psychotria hebeclada,Palicourea hebeclada (DC.) Borhidi,Palicourea hebeclada
191696,Uragoga britoguianensis Kuntze,Psychotria lupulina Benth.,Psychotria lupulina Benth.,Psychotria lupulina Benth.,Psychotria lupulina,Palicourea justiciifolia (Rudge) Delprete & J.H.Kirkbr.,Palicourea justiciifolia
191699,Uragoga buchtienii H.J.P.Winkl.,Psychotria buchtienii (H.J.P.Winkl.) Standl.,Psychotria buchtienii (H.J.P.Winkl.) Standl.,Psychotria buchtienii (H.J.P.Winkl.) Standl.,Psychotria buchtienii,Palicourea winkleri Borhidi,Palicourea winkleri
191702,Uragoga caerulea (Ruiz & Pav.) Kuntze,Psychotria brachiata Sw.,Psychotria brachiata Sw.,Psychotria brachiata Sw.,Psychotria brachiata,Palicourea coerulea Roem. & Schult.,Palicourea coerulea
191708,Uragoga campyloneura (Müll.Arg.) Kuntze,Psychotria campyloneura Müll.Arg.,Psychotria campyloneura Müll.Arg.,Psychotria campyloneura Müll.Arg.,Psychotria campyloneura,Palicourea campyloneura (Müll.Arg.) Delprete & J.H.Kirkbr.,Palicourea campyloneura
191712,Uragoga capitata (Ruiz & Pav.) Kuntze,Psychotria capitata Ruiz & Pav.,Psychotria capitata Ruiz & Pav.,Psychotria capitata Ruiz & Pav.,Psychotria capitata,Palicourea violacea (Aubl.) A.Rich.,Palicourea violacea
191713,Uragoga capituliflora (Müll.Arg.) Kuntze,Margaritopsis cephalantha (Müll.Arg.) C.M.Taylor,Margaritopsis cephalantha (Müll.Arg.) C.M.Taylor,Margaritopsis cephalantha (Müll.Arg.) C.M.Taylor,Margaritopsis cephalantha,Eumachia cephalantha (Müll.Arg.) Delprete & J.H.Kirkbr.,Eumachia cephalantha
191722,Uragoga cephalantha (Müll.Arg.) Kuntze,Margaritopsis cephalantha (Müll.Arg.) C.M.Taylor,Margaritopsis cephalantha (Müll.Arg.) C.M.Taylor,Margaritopsis cephalantha (Müll.Arg.) C.M.Taylor,Margaritopsis cephalantha,Eumachia cephalantha (Müll.Arg.) Delprete & J.H.Kirkbr.,Eumachia cephalantha
191723,Uragoga chaenotricha (DC.) Kuntze,Margaritopsis chaenotricha (DC.) C.M.Taylor,Margaritopsis chaenotricha (DC.) C.M.Taylor,Margaritopsis chaenotricha (DC.) C.M.Taylor,Margaritopsis chaenotricha,Eumachia chaenotricha (DC.) C.M.Taylor & Razafim.,Eumachia chaenotricha
191725,Uragoga chinantlensis Kuntze,Psychotria poeppigiana Müll.Arg.,Psychotria poeppigiana Müll.Arg.,Psychotria poeppigiana Müll.Arg.,Psychotria poeppigiana,Palicourea tomentosa (Aubl.) Borhidi,Palicourea tomentosa
191726,Uragoga chionantha (DC.) Kuntze,Psychotria mapourioides DC.,Psychotria mapourioides DC.,Psychotria mapourioides DC.,Psychotria mapourioides,Psychotria guianensis (Aubl.) Rusby,Psychotria guianensis
191729,Uragoga chlorotica (Müll.Arg.) Kuntze,Psychotria capitata Ruiz & Pav.,Psychotria capitata Ruiz & Pav.,Psychotria capitata Ruiz & Pav.,Psychotria capitata,Palicourea violacea (Aubl.) A.Rich.,Palicourea violacea
191763,Uragoga cymuligera (Müll.Arg.) Kuntze,Margaritopsis cymuligera (Müll.Arg.) C.M.Taylor,Margaritopsis cymuligera (Müll.Arg.) C.M.Taylor,Margaritopsis cymuligera (Müll.Arg.) C.M.Taylor,Margaritopsis cymuligera,Eumachia cymuligera (Müll.Arg.) C.M.Taylor & Razafim.,Eumachia cymuligera
191766,Betonica macrantha K.Koch,Stachys macrantha (K.Koch) Stearn,Stachys macrantha (K.Koch) Stearn,Stachys macrantha (K.Koch) Stearn,Stachys macrantha,Betonica macrantha K.Koch,Betonica macrantha
191772,Uragoga deflexa (DC.) Kuntze,Psychotria deflexa DC.,Psychotria deflexa DC.,Psychotria deflexa DC.,Psychotria deflexa,Palicourea deflexa (DC.) Borhidi,Palicourea deflexa
191777,Uragoga depauperata (Müll.Arg.) Kuntze,Psychotria subtriflora Müll.Arg.,Psychotria subtriflora Müll.Arg.,Psychotria subtriflora Müll.Arg.,Psychotria subtriflora,Eumachia depauperata (Müll.Arg.) M.R.V.Barbosa & M.S.Pereira,Eumachia depauperata
191784,Uragoga elata (Sw.) Kuntze,Psychotria elata (Sw.) Hammel,Psychotria elata (Sw.) Hammel,Psychotria elata (Sw.) Hammel,Psychotria elata,Palicourea elata (Sw.) Borhidi,Palicourea elata
191805,Betonica nivea Steven,Stachys discolor Benth.,Stachys discolor Benth.,Stachys discolor Benth.,Stachys discolor,Betonica nivea Steven,Betonica nivea
191810,Uragoga furcata (DC.) Kuntze,Psychotria furcata DC.,Psychotria furcata DC.,Psychotria furcata DC.,Psychotria furcata,Palicourea hoffmannseggiana (Roem. & Schult.) Borhidi,Palicourea hoffmannseggiana
191826,Uragoga gracilis (Ruiz & Pav.) Kuntze,Geophila repens (L.) I.M.Johnst.,Geophila repens (L.) I.M.Johnst.,Geophila repens (L.) I.M.Johnst.,Geophila repens,Geophila gracilis DC.,Geophila gracilis
191841,Uragoga hebeclada (DC.) Kuntze,Psychotria hebeclada DC.,Psychotria hebeclada DC.,Psychotria hebeclada DC.,Psychotria hebeclada,Palicourea hebeclada (DC.) Borhidi,Palicourea hebeclada
191850,Betonica officinalis L.,Stachys officinalis (L.) Trevis.,Stachys officinalis (L.) Trevis.,Stachys officinalis (L.) Trevis.,Stachys officinalis,Betonica officinalis L.,Betonica officinalis
191853,Uragoga horridula (Müll.Arg.) Kuntze,Psychotria iodotricha Müll.Arg.,Psychotria iodotricha Müll.Arg.,Psychotria iodotricha Müll.Arg.,Psychotria iodotricha,Palicourea iodotricha (Müll.Arg.) Delprete & J.H.Kirkbr.,Palicourea iodotricha
