,taxon_name_w_authors,v10_11_12_accepted_name_w_author,v13_taxon_name_w_authors,v13_chained_accepted_name_w_author,v13_chained_accepted_species,v13_direct_accepted_name_w_author,v13_direct_accepted_species
656695,Utricularia vulgaris f. fixa Komiya,Utricularia australis R.Br.,Utricularia australis R.Br.,Utricularia australis R.Br.,Utricularia australis,Utricularia × neglecta Lehm.,Utricularia × neglecta
656696,Utricularia vulgaris var. formosana J.Kuo,Utricularia australis R.Br.,Utricularia australis R.Br.,Utricularia australis R.Br.,Utricularia australis,Utricularia × neglecta Lehm.,Utricularia × neglecta
656697,Utricularia vulgaris var. mutata Döll,Utricularia australis R.Br.,Utricularia australis R.Br.,Utricularia australis R.Br.,Utricularia australis,Utricularia × neglecta Lehm.,Utricularia × neglecta
656699,Utricularia vulgaris f. tenuis Saelán,Utricularia australis R.Br.,Utricularia australis R.Br.,Utricularia australis R.Br.,Utricularia australis,Utricularia × neglecta Lehm.,Utricularia × neglecta
656700,Utricularia tenuicaulis Miki,Utricularia australis R.Br.,Utricularia australis R.Br.,Utricularia australis R.Br.,Utricularia australis,Utricularia tenuicaulis Miki,Utricularia tenuicaulis
659271,Panicum pedicellatum Vasey,Dichanthelium transiens (Swallen) Sánchez-Ken,Dichanthelium transiens (Swallen) Sánchez-Ken,Dichanthelium transiens (Swallen) Sánchez-Ken,Dichanthelium transiens,Dichanthelium pedicellatum Gould,Dichanthelium pedicellatum
660189,Xanthosoma alversonii Croat & Delannay,Phyllotaenium lindenii André,Phyllotaenium lindenii André,Phyllotaenium lindenii André,Phyllotaenium lindenii,Phyllotaenium lindenii var. lindenii,Phyllotaenium lindenii
661395,Calyptranthes mammosa Lundell,Myrcia hondurensis (Standl.) A.R.Lourenço & Sánchez-Cháv.,Myrcia hondurensis (Standl.) A.R.Lourenço & Sánchez-Cháv.,Myrcia hondurensis (Standl.) A.R.Lourenço & Sánchez-Cháv.,Myrcia hondurensis,Myrcia mammosa (Lundell) A.R.Lourenço & Sánchez-Cháv.,Myrcia mammosa
662939,Canthium glabrum var. puberulum Miq.,Canthiumera glabra (Blume) K.M.Wong & Mahyuni,Canthiumera glabra (Blume) K.M.Wong & Mahyuni,Canthiumera glabra (Blume) K.M.Wong & Mahyuni,Canthiumera glabra,Canthiumera glabra var. glabra,Canthiumera glabra
662956,Aridarum caulescens var. angustifolium Bogner & Nicolson,Burttianthus caulescens (M.Hotta) S.Y.Wong & P.C.Boyce,Burttianthus caulescens (M.Hotta) S.Y.Wong & P.C.Boyce,Burttianthus caulescens (M.Hotta) S.Y.Wong & P.C.Boyce,Burttianthus caulescens,"Burttianthus orestus (S.Y.Wong, S.L.Low & P.C.Boyce) S.Y.Wong & P.C.Boyce",Burttianthus orestus
664108,Tupistra yunnanensis F.T.Wang & S.Yun Liang,Rohdea fargesii var. fargesii,Rohdea fargesii var. fargesii,Rohdea fargesii var. fargesii,Rohdea fargesii,Rohdea yunnanensis (F.T.Wang & S.Yun Liang) Yamashita & M.N.Tamura,Rohdea yunnanensis
665935,Bambusa senanensis var. albomarginata Franch. & Sav.,Sasa veitchii var. veitchii,Sasa veitchii var. veitchii,Sasa veitchii var. veitchii,Sasa veitchii,Sasa veitchii (Carrière) Rehder,Sasa veitchii
666408,Calanthe speciosa Vieill.,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae,Phaius tankervilleae var. tankervilleae,Phaius tankervilleae
666409,Phaius antoninae P.Balzer,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae,Phaius tankervilleae var. antoninae (P.Balzer) J.V.Stone & P.J.Cribb,Phaius tankervilleae
666410,Phaius leucophaeus F.Muell.,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae,Phaius tankervilleae var. tankervilleae,Phaius tankervilleae
666412,Calanthe bachmaensis Gagnep.,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae,Phaius tankervilleae var. tankervilleae,Phaius tankervilleae
666413,Phaius tankervilleae var. papuanus J.J.Sm.,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae,Phaius tankervilleae var. tankervilleae,Phaius tankervilleae
666414,Phaius grandiflorus Rchb.f.,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae,Phaius tankervilleae var. tankervilleae,Phaius tankervilleae
666415,Phaius tankervilleae f. alboflorens S.S.Ying,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae,Phaius tankervilleae var. tankervilleae,Phaius tankervilleae
666416,Phaius tankervilleae var. mariesii Rchb.f.,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae,Phaius tankervilleae var. tankervilleae,Phaius tankervilleae
666417,Phaius wallichii var. assamica (Rchb.f.) King & Pantl.,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae,Phaius tankervilleae var. tankervilleae,Phaius tankervilleae
666418,Phaius grandifolius Lour.,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae,Phaius tankervilleae var. tankervilleae,Phaius tankervilleae
666419,"Phaius baolocensis Duy, Tao Chen & D.X.Zhang",Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae,"Phaius tankervilleae var. baolocensis (Duy, Tao Chen & D.X.Zhang) J.V.Stone & P.J.Cribb",Phaius tankervilleae
666420,Limodorum tancarvilleae L'Hér.,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae,Phaius tankervilleae var. tankervilleae,Phaius tankervilleae
666421,Phaius incarvillei var. speciosus Guillaumin,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae,Phaius tankervilleae var. tankervilleae,Phaius tankervilleae
666422,Phaius grandifolius Lindl. ex Wall.,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae,Phaius tankervilleae var. tankervilleae,Phaius tankervilleae
666424,Phaius grandifolius var. superbus Van Houtte,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae,Phaius tankervilleae var. tankervilleae,Phaius tankervilleae
666425,Phaius tankervilleae var. antoninae (P.Balzer) J.V.Stone & P.J.Cribb,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae,Phaius tankervilleae var. antoninae (P.Balzer) J.V.Stone & P.J.Cribb,Phaius tankervilleae
666426,Phaius tankervilleae var. australis (F.Muell.) J.V.Stone & P.J.Cribb,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae,Phaius tankervilleae var. australis (F.Muell.) J.V.Stone & P.J.Cribb,Phaius tankervilleae
666427,Phaius oweniae Sander,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae,Phaius tankervilleae var. tankervilleae,Phaius tankervilleae
666428,Phaius tankervilleae f. veronicae S.Y.Hu & Barretto,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae,Phaius tankervilleae var. tankervilleae,Phaius tankervilleae
666429,"Phaius tankervilleae var. baolocensis (Duy, Tao Chen & D.X.Zhang) J.V.Stone & P.J.Cribb",Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae,"Phaius tankervilleae var. baolocensis (Duy, Tao Chen & D.X.Zhang) J.V.Stone & P.J.Cribb",Phaius tankervilleae
666430,Phaius veratrifolius Lindl.,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae,Phaius tankervilleae var. tankervilleae,Phaius tankervilleae
666432,Phaius tankervilleae var. devogelii P.J.Cribb & J.V.Stone,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae,Phaius tankervilleae var. devogelii P.J.Cribb & J.V.Stone,Phaius tankervilleae
666433,Phaius tankervilleae var. tankervilleae,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae,Phaius tankervilleae var. tankervilleae,Phaius tankervilleae
666434,Phaius tankervilleae var. superbus (Van Houtte) S.Y.Hu,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae,Phaius tankervilleae var. tankervilleae,Phaius tankervilleae
666435,Limodorum spectabile Salisb.,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae,Phaius tankervilleae var. tankervilleae,Phaius tankervilleae
666436,Phaius carronii F.Muell.,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae,Phaius tankervilleae var. tankervilleae,Phaius tankervilleae
666438,Phaius giganteus Hemsl.,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae,Phaius tankervilleae var. tankervilleae,Phaius tankervilleae
666439,Limodorum incarvillei Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae,Phaius tankervilleae var. tankervilleae,Phaius tankervilleae
666440,Phaius blumei Lindl.,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae,Phaius tankervilleae var. tankervilleae,Phaius tankervilleae
666441,Phaius blumei var. assamica Rchb.f.,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae,Phaius tankervilleae var. tankervilleae,Phaius tankervilleae
666442,Tankervillia cantoniensis Link,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae,Phaius tankervilleae var. tankervilleae,Phaius tankervilleae
666443,Phaius blumei var. pulchra King & Pantl.,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae,Phaius tankervilleae var. tankervilleae,Phaius tankervilleae
666444,Phaius australis F.Muell.,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae,Phaius tankervilleae var. australis (F.Muell.) J.V.Stone & P.J.Cribb,Phaius tankervilleae
666445,Phaius bernaysii Rowland ex Rchb.f.,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae,Phaius tankervilleae var. bernaysii (Rowland ex Rchb.f.) J.V.Stone & P.J.Cribb,Phaius tankervilleae
666446,Phaius sinensis Rolfe,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae,Phaius tankervilleae var. tankervilleae,Phaius tankervilleae
666447,Pachyne spectabilis (Salisb.) Salisb.,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae,Phaius tankervilleae var. tankervilleae,Phaius tankervilleae
666448,Phaius bernaysii f. soutteri (F.M.Bailey) T.E.Hunt,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae,Phaius tankervilleae var. bernaysii (Rowland ex Rchb.f.) J.V.Stone & P.J.Cribb,Phaius tankervilleae
666449,Phaius grandifolius f. idae F.M.Bailey,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae,Phaius tankervilleae var. bernaysii (Rowland ex Rchb.f.) J.V.Stone & P.J.Cribb,Phaius tankervilleae
666450,Phaius grandifolius var. rowanae F.M.Bailey,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae,Phaius tankervilleae var. australis (F.Muell.) J.V.Stone & P.J.Cribb,Phaius tankervilleae
666451,Phaius grandifolius f. soutteri F.M.Bailey,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae,Phaius tankervilleae var. bernaysii (Rowland ex Rchb.f.) J.V.Stone & P.J.Cribb,Phaius tankervilleae
666452,Phaius berneysii W.Bull,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae (Banks) Blume,Phaius tankervilleae,Phaius tankervilleae var. bernaysii (Rowland ex Rchb.f.) J.V.Stone & P.J.Cribb,Phaius tankervilleae
666564,Carex multifolia var. pallidisquama Ohwi,Carex imbecillis (Ohwi) Katsuy.,Carex imbecillis (Ohwi) Katsuy.,Carex imbecillis (Ohwi) Katsuy.,Carex imbecillis,Carex multifolia var. pallidisquama Ohwi,Carex multifolia
666812,Geodorum pulchellum Ridl.,"Eulophia recurva (Roxb.) M.W.Chase, Kumar & Schuit.","Eulophia recurva (Roxb.) M.W.Chase, Kumar & Schuit.","Eulophia recurva (Roxb.) M.W.Chase, Kumar & Schuit.",Eulophia recurva,Eulophia pulchella (Ridl.) Ormerod & Kurzweil,Eulophia pulchella
666816,Geodorum regnieri Gagnep.,"Eulophia recurva (Roxb.) M.W.Chase, Kumar & Schuit.","Eulophia recurva (Roxb.) M.W.Chase, Kumar & Schuit.","Eulophia recurva (Roxb.) M.W.Chase, Kumar & Schuit.",Eulophia recurva,Eulophia pulchella (Ridl.) Ormerod & Kurzweil,Eulophia pulchella
666817,Geodorum cochinchinense Gagnep.,"Eulophia recurva (Roxb.) M.W.Chase, Kumar & Schuit.","Eulophia recurva (Roxb.) M.W.Chase, Kumar & Schuit.","Eulophia recurva (Roxb.) M.W.Chase, Kumar & Schuit.",Eulophia recurva,Eulophia pulchella (Ridl.) Ormerod & Kurzweil,Eulophia pulchella
666818,Geodorum citrinum Andrews,Phaius amboinensis Blume,Phaius amboinensis Blume,Phaius amboinensis Blume,Phaius amboinensis,Eulophia citrina (Andrews) Ormerod & Kurzweil,Eulophia citrina
667354,Marsdenia gonavensis Urb.,Ruehssia haitiensis (Urb.) Acev.-Rodr.,Ruehssia haitiensis (Urb.) Acev.-Rodr.,Ruehssia haitiensis (Urb.) Acev.-Rodr.,Ruehssia haitiensis,Ruehssia gonavensis (Urb.) Morillo,Ruehssia gonavensis
667558,Asperula tephrocarpa Czern. ex Popov & Chrshan.,Cynanchica tephrocarpa subsp. tephrocarpa,Cynanchica tephrocarpa subsp. tephrocarpa,Cynanchica tephrocarpa subsp. tephrocarpa,Cynanchica tephrocarpa,Cynanchica tephrocarpa (Czern. ex Popov & Chrshan.) P.Caputo & Del Guacchio,Cynanchica tephrocarpa
667723,Rhytiglossa poeppigiana Nees,Justicia poeppigiana (Nees) Lindau,Justicia poeppigiana (Nees) Lindau,Justicia poeppigiana (Nees) Lindau,Justicia poeppigiana,Justicia oriximinensis F.A.Silva & Kameyama,Justicia oriximinensis
669429,Knautia dipsacifolia subsp. arvernensis (Briq.) O.Bolòs & Vigo,Knautia subcanescens Jord.,Knautia subcanescens Jord.,Knautia subcanescens Jord.,Knautia subcanescens,Knautia arvernensis (Briq.) Szabó,Knautia arvernensis
669726,Lobivia pentlandii var. forbesii (A.Dietr.) Y.Itô ex Backeb.,Lobivia pentlandii (Hook.) Britton & Rose,Lobivia pentlandii (Hook.) Britton & Rose,Lobivia pentlandii (Hook.) Britton & Rose,Lobivia pentlandii,Acanthocalycium rhodotrichum subsp. rhodotrichum,Acanthocalycium rhodotrichum
669821,Lepidium heterophyllum f. canescens (Gren. & Godr.) Samp.,Lepidium hirtum (L.) Sm.,Lepidium hirtum (L.) Sm.,Lepidium hirtum (L.) Sm.,Lepidium hirtum,Lepidium heterophyllum subsp. heterophyllum,Lepidium heterophyllum
669822,Lepidium hirtum var. willkommii Thell.,Lepidium hirtum (L.) Sm.,Lepidium hirtum (L.) Sm.,Lepidium hirtum (L.) Sm.,Lepidium hirtum,Lepidium hirtum subsp. hirtum,Lepidium hirtum
669828,Lepidium heterophyllum var. contractum Merino,Lepidium heterophyllum Benth.,Lepidium heterophyllum Benth.,Lepidium heterophyllum Benth.,Lepidium heterophyllum,Lepidium heterophyllum subsp. heterophyllum,Lepidium heterophyllum
669829,Lepidium heterophyllum var. glabrum Merino,Lepidium heterophyllum Benth.,Lepidium heterophyllum Benth.,Lepidium heterophyllum Benth.,Lepidium heterophyllum,Lepidium heterophyllum subsp. heterophyllum,Lepidium heterophyllum
669830,Lepidium heterophyllum var. pyrenaicum Gren. & Godr.,Lepidium heterophyllum Benth.,Lepidium heterophyllum Benth.,Lepidium heterophyllum Benth.,Lepidium heterophyllum,Lepidium heterophyllum subsp. heterophyllum,Lepidium heterophyllum
669831,Lepidium campestre proles pyrenaicum (Gren. & Godr.) Bonnier,Lepidium heterophyllum Benth.,Lepidium heterophyllum Benth.,Lepidium heterophyllum Benth.,Lepidium heterophyllum,Lepidium heterophyllum subsp. heterophyllum,Lepidium heterophyllum
669832,Lepidium campestre proles smithii (Hook.) Bonnier,Lepidium heterophyllum Benth.,Lepidium heterophyllum Benth.,Lepidium heterophyllum Benth.,Lepidium heterophyllum,Lepidium heterophyllum subsp. heterophyllum,Lepidium heterophyllum
670065,Lepidium orbiculare H.St.John,Lepidium serra H.Mann,Lepidium serra H.Mann,Lepidium serra H.Mann,Lepidium serra,Lepidium orbiculare H.St.John,Lepidium orbiculare
670133,Leea robusta Blume,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica,Leea javanica Blume,Leea javanica
670171,Leea speciosa Sieber ex Miq.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica,Leea javanica Blume,Leea javanica
670173,Leea naumannii Engl.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica,Leea javanica Blume,Leea javanica
670175,Leea fuliginosa Miq.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica,Leea javanica Blume,Leea javanica
670176,Leea sambucina var. robusta Miq.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica,Leea javanica Blume,Leea javanica
670177,Leea heterophylla Zipp. ex Miq.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica,Leea javanica Blume,Leea javanica
670179,Leea sambucina var. simplex Miq.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica,Leea javanica Blume,Leea javanica
670180,Leea simplex Zipp. ex Miq.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica,Leea javanica Blume,Leea javanica
670182,Leea palembanica Miq.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica,Leea javanica Blume,Leea javanica
670183,Leea sundaica var. pilosiuscula Span. ex Miq.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica,Leea javanica Blume,Leea javanica
670184,Leea sambucifolia Salisb.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica,Leea javanica Blume,Leea javanica
670185,Leea sundaica var. subsessilis Miq.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica,Leea javanica Blume,Leea javanica
670186,Leea sambucina var. biserrata (Miq.) Miq.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica,Leea javanica Blume,Leea javanica
670187,Leea divaricata Teijsm. & Binn.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica,Leea javanica Blume,Leea javanica
670188,Leea sambucina var. heterophylla Zipp. ex Miq.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica,Leea javanica Blume,Leea javanica
670189,Leea pubescens Zipp. ex Miq.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica,Leea javanica Blume,Leea javanica
670191,Leea gigantea Griff.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica,Leea javanica Blume,Leea javanica
670192,Leea callosa Zipp. ex Miq.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica,Leea javanica Blume,Leea javanica
670193,Leea celebica C.B.Clarke,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica,Leea javanica Blume,Leea javanica
670194,Leea biserrata Miq.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica,Leea javanica Blume,Leea javanica
670195,Leea striata Zipp. ex Miq.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica,Leea javanica Blume,Leea javanica
670196,Leea sundaica Miq.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica,Leea javanica Blume,Leea javanica
670197,Leea umbraculifera C.B.Clarke,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica,Leea javanica Blume,Leea javanica
670198,Leea viridiflora Planch.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica,Leea javanica Blume,Leea javanica
670199,Leea sumatrana Miq.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica,Leea javanica Blume,Leea javanica
670200,Leea gracilis Lauterb.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica,Leea nova-guineensis Valeton,Leea nova-guineensis
670201,Leea expansa Craib,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica,Leea javanica Blume,Leea javanica
670202,Leea ramosii Merr.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica,Leea javanica Blume,Leea javanica
670203,Leea nova-guineensis Valeton,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica (Burm.f.) Merr.,Leea indica,Leea nova-guineensis Valeton,Leea nova-guineensis
670589,Caprifolium roseum Lam.,Lonicera japonica Thunb.,Lonicera japonica Thunb.,Lonicera japonica Thunb.,Lonicera japonica,Lonicera nigra L.,Lonicera nigra
670641,Lonicera altmannii var. hirtipes (Bunge ex E.L.Wolf) Rehder,Lonicera humilis Kar. & Kir.,Lonicera humilis Kar. & Kir.,Lonicera humilis Kar. & Kir.,Lonicera humilis,Lonicera altmannii Regel & Schmalh.,Lonicera altmannii
670643,Lonicera altmannii var. pilosiuscula Rehder,Lonicera humilis Kar. & Kir.,Lonicera humilis Kar. & Kir.,Lonicera humilis Kar. & Kir.,Lonicera humilis,Lonicera altmannii Regel & Schmalh.,Lonicera altmannii
670644,Lonicera altmannii Regel & Schmalh.,Lonicera humilis Kar. & Kir.,Lonicera humilis Kar. & Kir.,Lonicera humilis Kar. & Kir.,Lonicera humilis,Lonicera altmannii Regel & Schmalh.,Lonicera altmannii
670645,Lonicera hirtipes Bunge ex E.L.Wolf,Lonicera humilis Kar. & Kir.,Lonicera humilis Kar. & Kir.,Lonicera humilis Kar. & Kir.,Lonicera humilis,Lonicera altmannii Regel & Schmalh.,Lonicera altmannii
670649,Lonicera altmannii var. latifolia Lipsky,Lonicera humilis Kar. & Kir.,Lonicera humilis Kar. & Kir.,Lonicera humilis Kar. & Kir.,Lonicera humilis,Lonicera altmannii Regel & Schmalh.,Lonicera altmannii
670701,Lonicera × atrosanguinea Carrière,Lonicera × americana (Mill.) K.Koch,Lonicera × americana (Mill.) K.Koch,Lonicera × americana (Mill.) K.Koch,Lonicera × americana,Lonicera × italica Kütz.,Lonicera × italica
670702,Lonicera × cariotii Gand.,Lonicera × americana (Mill.) K.Koch,Lonicera × americana (Mill.) K.Koch,Lonicera × americana (Mill.) K.Koch,Lonicera × americana,Lonicera × italica Kütz.,Lonicera × italica
670705,Lonicera caprifolium var. major Carrière,Lonicera × americana (Mill.) K.Koch,Lonicera × americana (Mill.) K.Koch,Lonicera × americana (Mill.) K.Koch,Lonicera × americana,Lonicera × italica Kütz.,Lonicera × italica
670706,Lonicera etrusca var. rotundifolia Cariot,Lonicera × americana (Mill.) K.Koch,Lonicera × americana (Mill.) K.Koch,Lonicera × americana (Mill.) K.Koch,Lonicera × americana,Lonicera × italica Kütz.,Lonicera × italica
670707,Lonicera caprifolium var. rubellum DC.,Lonicera × americana (Mill.) K.Koch,Lonicera × americana (Mill.) K.Koch,Lonicera × americana (Mill.) K.Koch,Lonicera × americana,Lonicera × italica Kütz.,Lonicera × italica
670708,Lonicera caprifolium var. ruberrima Weston,Lonicera × americana (Mill.) K.Koch,Lonicera × americana (Mill.) K.Koch,Lonicera × americana (Mill.) K.Koch,Lonicera × americana,Lonicera × italica Kütz.,Lonicera × italica
670709,Lonicera × americana var. atrosanguinea (Carrière) Rehder,Lonicera × americana (Mill.) K.Koch,Lonicera × americana (Mill.) K.Koch,Lonicera × americana (Mill.) K.Koch,Lonicera × americana,Lonicera × italica Kütz.,Lonicera × italica
670710,Lonicera × americana f. atrosanguinea (Carrière) Rehder,Lonicera × americana (Mill.) K.Koch,Lonicera × americana (Mill.) K.Koch,Lonicera × americana (Mill.) K.Koch,Lonicera × americana,Lonicera × italica Kütz.,Lonicera × italica
